,average,country,genre,language,release_date,title,votes
205,7.2, 中国大陆,"['剧情', '动作', '冒险']", 汉语普通话 / 英语,2018-06-29,动物世界,441623.0
206,6.9, 中国大陆 / 中国香港,"['喜剧', '科幻']", 英语 / 汉语普通话 / 粤语,2008-01-30,长江七号,340818.0
207,8.8, 韩国,"['剧情', '悬疑', '犯罪']", 韩语,2013-07-31,恐怖直播 더 테러 라이브,460100.0
208,9.1, 英国 / 美国,"['剧情', '战争']", 英语 / 西班牙语,2008-09-12,穿条纹睡衣的男孩 The Boy in the Striped Pajamas,361687.0
209,8.7, 英国 / 美国,"['剧情', '同性', '音乐', '传记']", 英语,2019-03-22,波西米亚狂想曲 Bohemian Rhapsody,418208.0
210,8.5, 美国 / 英国,"['剧情', '科幻', '冒险']", 英语 / 汉语普通话,2015-11-25,火星救援 The Martian,511544.0
211,7.8, 中国台湾,"['喜剧', '爱情']", 汉语普通话,2015-08-15,我的少女时代 我的少女時代,475701.0
212,9.0, 美国,"['剧情', '历史', '战争']", 英语 / 法语 / 德语 / 捷克语,1998-11-13,拯救大兵瑞恩 Saving Private Ryan,466777.0
213,8.5, 美国,"['剧情', '爱情']", 英语,2004-06-25,恋恋笔记本 The Notebook,484251.0
214,5.0, 中国大陆 / 中国香港,"['喜剧', '动作', '奇幻', '古装']", 汉语普通话,2018-02-16,捉妖记2,295575.0
215,8.3, 英国 / 美国,"['喜剧', '动作', '犯罪']", 英语,2019-12-03,绅士们 The Gentlemen,118959.0
216,9.0, 美国 / 德国,"['剧情', '动作', '悬疑', '惊悚']", 英语,1999-09-10,搏击俱乐部 Fight Club,641373.0
217,7.2, 美国,"['喜剧', '动画', '歌舞', '冒险']", 英语,2019-11-22,冰雪奇缘2 Frozen II,278790.0
218,8.8, 瑞典,['剧情'], 瑞典语 / 波斯语,2015-12-25,一个叫欧维的男人决定去死 En man som heter Ove,278121.0
219,8.6, 英国,"['剧情', '爱情']", 英语 / 印地语 / 法语 / 德语,2009-03-26,贫民窟的百万富翁 Slumdog Millionaire,579446.0
220,9.0, 美国,"['剧情', '爱情', '歌舞', '传记']", 英语 / 德语,1965-03-02,音乐之声 The Sound of Music,434891.0
221,7.9, 澳大利亚 / 美国,"['剧情', '爱情']", 英语,2013-08-30,了不起的盖茨比 The Great Gatsby,468608.0
222,8.4, 美国 / 加拿大,"['科幻', '悬疑', '惊悚']", 英语,2011-08-30,源代码 Source Code,613564.0
223,8.1, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2015-08-27,烈日灼心,450805.0
224,9.3, 美国,"['剧情', '爱情', '历史', '战争']", 英语,1939-12-15,乱世佳人 Gone with the Wind,500971.0
225,9.2, 中国大陆,"['剧情', '喜剧']", 汉语普通话 / 日语 / 唐山话,2000-05-12,鬼子来了,450230.0
226,7.4, 中国大陆 / 中国香港,"['剧情', '动作', '奇幻', '冒险']", 汉语普通话 / 英语 / 蒙古语 / 日语,2015-12-18,寻龙诀,504294.0
227,8.4, 印度,"['喜剧', '奇幻']", 印地语 / 英语 / 乌尔都语,2015-05-22,我的个神啊 PK,299521.0
228,7.7, 印度,"['剧情', '音乐']", 印地语 / 英语,2018-01-19,神秘巨星 Secret Superstar,353678.0
230,8.7, 中国香港,"['剧情', '爱情']", 粤语 / 上海话 / 法语,2000-09-29,花样年华 花樣年華,416020.0
231,8.8, 日本,"['动画', '奇幻', '冒险']", 日语,2010-07-17,借东西的小人阿莉埃蒂 借りぐらしのアリエッティ,394238.0
232,7.2, 美国,"['爱情', '歌舞', '奇幻']", 英语,2017-03-17,美女与野兽 Beauty and the Beast,313629.0
233,9.1, 中国台湾 / 美国,"['剧情', '家庭']", 汉语普通话 / 闽南语 / 湖南话,1994-08-03,饮食男女 飲食男女,414715.0
234,8.6, 美国,"['动作', '科幻', '动画', '冒险']", 英语 / 西班牙语,2018-12-21,蜘蛛侠：平行宇宙 Spider-Man: Into the Spider-Verse,480155.0
235,7.3, 法国,"['动作', '科幻']", 英语 / 韩语 / 法语 / 汉语普通话,2014-10-24,超体 Lucy,421577.0
236,9.1, 美国,['剧情'], 英语 / 拉丁语,1989-06-02,死亡诗社 Dead Poets Society,508439.0
237,9.6, 美国,"['剧情', '悬疑', '犯罪']", 英语 / 德语,1957-12-17,控方证人 Witness for the Prosecution,296623.0
238,8.7, 中国香港,"['剧情', '动作', '犯罪']", 粤语 / 汉语普通话 / 英语,1986-08-02,英雄本色,366712.0
239,7.7, 美国,"['剧情', '喜剧', '家庭']", 英语,2017-03-03,一条狗的使命 A Dog's Purpose,307549.0
240,8.7, 英国 / 美国,"['剧情', '同性', '传记', '战争']", 英语 / 德语,2015-07-21,模仿游戏 The Imitation Game,441153.0
241,8.6, 中国香港 / 中国台湾,"['剧情', '动作', '爱情', '武侠', '古装']", 粤语 / 汉语普通话,1994-09-17,东邪西毒 東邪西毒,441802.0
242,8.8, 美国 / 奥地利 / 瑞士,"['剧情', '爱情']", 英语 / 德语 / 法语,1995-01-27,爱在黎明破晓前 Before Sunrise,434252.0
243,8.3, 美国,"['动作', '奇幻', '冒险']", 英语 / 土耳其语 / 希腊语,2006-07-07,加勒比海盗2：聚魂棺 Pirates of the Caribbean: Dead Man's Chest,323681.0
244,6.6, 中国大陆,"['喜剧', '音乐']", 汉语普通话,2017-09-29,缝纫机乐队,282856.0
245,6.9, 中国大陆,"['喜剧', '奇幻']", 汉语普通话,2018-08-17,快把我哥带走,305236.0
246,8.8, 美国,"['剧情', '喜剧', '爱情']", 英语 / 保加利亚语 / 西班牙语 / 俄语 / 汉语普通话 / 德语 / 法语,2005-01-14,幸福终点站 The Terminal,395086.0
247,7.3, 美国,"['动作', '惊悚']", 英语,2020-03-13,狩猎 The Hunt,93474.0
248,8.7, 美国,"['喜剧', '动画', '奇幻', '冒险']", 英语,2012-11-06,无敌破坏王 Wreck-It Ralph,388375.0
249,6.9, 中国香港,"['剧情', '动作']", 粤语 / 英语,2019-12-20,叶问4：完结篇 葉問4,238043.0
250,8.4, 英国 / 美国,"['喜剧', '动作', '冒险']", 英语 / 阿拉伯语 / 瑞典语,2015-03-27,王牌特工：特工学院 Kingsman: The Secret Service,525916.0
251,7.6, 中国大陆 / 中国香港,['剧情'], 英语 / 汉语普通话,2013-05-17,中国合伙人,535271.0
252,7.2, 中国大陆 / 中国香港,"['剧情', '动作', '武侠', '古装']", 汉语普通话,2018-09-30,影,480880.0
253,8.5, 中国香港 / 中国大陆,"['剧情', '爱情', '奇幻', '古装']", 粤语,1993-11-04,青蛇,375848.0
254,8.1, 美国,"['喜剧', '动作', '动画', '冒险']", 英语,2008-06-20,功夫熊猫 Kung Fu Panda,452929.0
255,9.2, 美国,"['剧情', '犯罪']", 英语 / 意大利语 / 西班牙语 / 拉丁语 / 西西里语,1974-12-12,教父2 The Godfather: Part Ⅱ,377392.0
256,5.5, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2017-12-29,前任3：再见前任,330870.0
257,8.6, 美国,"['剧情', '喜剧', '冒险']", 英语,2007-12-25,遗愿清单 The Bucket List,273702.0
258,7.7, 美国 / 法国,"['剧情', '悬疑', '犯罪']", 英语 / 法语,2013-10-10,惊天魔盗团 Now You See Me,423164.0
259,7.2, 中国大陆,"['喜剧', '爱情']", 汉语普通话 / 粤语 / 云南方言,2014-09-30,心花路放,426443.0
260,8.1, 美国,"['剧情', '爱情']", 英语,2020-08,小妇人 Little Women,175003.0
261,7.5, 韩国 / 捷克,"['剧情', '动作', '科幻']", 英语 / 韩语 / 法语 / 日语 / 捷克语 / 德语,2014-03-17,雪国列车 설국열차,331771.0
262,8.6, 美国,"['剧情', '惊悚']", 英语 / 法语 / 意大利语,2010-09-01,黑天鹅 Black Swan,640683.0
263,5.5, 波兰,['情色'], 英语 / 意大利语 / 波兰语,2020-02-07,黑帮大佬和我的365日 365 dni,24294.0
264,8.2, 日本,"['剧情', '家庭']", 日语,2016-04-14,垫底辣妹 ビリギャル,311961.0
265,8.3, 美国 / 中国大陆 / 日本,"['动作', '犯罪']", 英语,2015-04-12,速度与激情7 Furious 7,393343.0
266,8.8, 日本,"['剧情', '喜剧']", 日语,1999-05-20,菊次郎的夏天 菊次郎の夏,374539.0
267,8.6, 澳大利亚 / 美国,"['动作', '科幻', '冒险']", 英语,2015-05-14,疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road,375563.0
268,8.3, 中国台湾 / 中国香港 / 美国 / 中国大陆,"['剧情', '爱情', '武侠']", 汉语普通话,2000-07-07,卧虎藏龙 臥虎藏龍,323546.0
269,7.8, 美国 / 加拿大,"['喜剧', '动作', '科幻', '冒险']", 英语,2016-02-12,死侍 Deadpool,364157.0
270,7.4, 中国大陆,"['喜剧', '爱情']", 汉语普通话 / 英语 / 韩语,2015-08-13,滚蛋吧！肿瘤君,344895.0
271,8.9, 日本,"['动画', '奇幻', '冒险']", 日语,1992-05,风之谷 風の谷のナウシカ,284408.0
272,8.8, 美国 / 澳大利亚,"['动作', '科幻']", 英语 / 法语,2003-11-05,黑客帝国3：矩阵革命 The Matrix Revolutions,304810.0
273,7.8, 英国 / 美国,"['剧情', '奇幻', '冒险']", 英语,2016-11-25,神奇动物在哪里 Fantastic Beasts and Where to Find Them,470157.0
274,8.1, 中国大陆 / 中国香港,"['剧情', '历史', '战争']", 汉语普通话 / 英语 / 日语 / 南京话 / 上海话,2011-12-15,金陵十三钗,494612.0
275,8.6, 美国 / 俄罗斯,"['剧情', '悬疑', '惊悚', '犯罪']", 英语,2018-12-14,网络谜踪 Searching,388823.0
276,6.3, 中国大陆,['剧情'], 汉语普通话,2019-07-18,银河补习班,302632.0
277,9.0, 日本,['剧情'], 日语,2014-08-30,小森林 夏秋篇 リトル・フォレスト 夏・秋,305934.0
278,7.8, 中国大陆,"['剧情', '喜剧', '犯罪']", 西南方言,2016-09-14,追凶者也,213144.0
279,8.0, 美国 / 法国 / 日本,"['喜剧', '动画', '冒险']", 英语 / 乌克兰语,2014-01-10,神偷奶爸2 Despicable Me 2,352822.0
280,8.6, 美国,"['喜剧', '动画', '奇幻']", 英语,2019-06-21,玩具总动员4 Toy Story 4,231542.0
281,8.4, 中国大陆 / 中国香港,"['剧情', '家庭']", 汉语普通话 / 安徽方言 / 粤语 / 陕西方言,2014-09-25,亲爱的,407377.0
282,8.9, 中国香港 / 日本 / 韩国,"['剧情', '爱情', '同性']", 粤语 / 汉语普通话 / 西班牙语,1997-05-30,春光乍泄 春光乍洩,458395.0
283,8.0, 中国大陆,"['剧情', '家庭']", 汉语普通话,2019-03-22,地久天长,269906.0
284,5.3, 中国大陆,"['喜剧', '爱情']", 汉语普通话,2016-09-29,从你的全世界路过,266380.0
285,7.1, 中国大陆 / 中国香港,"['喜剧', '奇幻', '冒险']", 汉语普通话 / 粤语,2013-02-07,西游降魔篇,511642.0
286,8.8, 韩国,"['剧情', '喜剧']", 韩语,2011-05-04,阳光姐妹淘 써니,463409.0
287,8.8, 中国香港,"['剧情', '爱情']", 粤语 / 汉语普通话 / 英语,1996-11-02,甜蜜蜜,379465.0
288,8.9, 日本,"['剧情', '爱情', '动画']", 日语 / 英语,1995-07-15,侧耳倾听 耳をすませば,334219.0
289,8.7, 中国香港 / 中国大陆,"['剧情', '家庭']", 粤语 / 汉语普通话 / 英语 / 上海话 / 法语,2010-03-11,岁月神偷 歲月神偷,464425.0
290,7.2, 美国,"['动作', '奇幻', '冒险']", 英语,2017-05-26,加勒比海盗5：死无对证 Pirates of the Caribbean: Dead Men Tell No Tales,295435.0
291,8.8, 韩国,"['剧情', '犯罪']", 韩语 / 汉语普通话,2013-02-21,新世界 신세계,241331.0
292,7.7, 中国大陆,['喜剧'], 汉语普通话 / 武汉话,2010-06-04,人在囧途,484617.0
293,8.5, 意大利,"['剧情', '喜剧']", 意大利语,2018-05-25,完美陌生人 Perfetti sconosciuti,408002.0
294,8.5, 美国 / 英国,"['剧情', '动作', '科幻', '惊悚', '犯罪']", 英语 / 乌尔都语 / 汉语普通话,2005-06-29,蝙蝠侠：侠影之谜 Batman Begins,272552.0
295,8.7, 美国,"['剧情', '音乐']", 英语,2014-01-16,爆裂鼓手 Whiplash,406168.0
296,9.0, 日本,['剧情'], 日语,2015-02-14,小森林 冬春篇 リトル・フォレスト 冬・春,270251.0
297,8.8, 美国,"['剧情', '家庭', '奇幻', '冒险']", 英语 / 法语 / 俄语 / 粤语 / 汉语普通话,2003-12-04,大鱼 Big Fish,427784.0
298,8.8, 美国,"['剧情', '悬疑', '犯罪', '奇幻']", 英语 / 法语,1999-12-10,绿里奇迹 The Green Mile,204629.0
299,8.7, 美国,"['剧情', '动作', '西部', '冒险']", 英语 / 法语 / 德语,2013-05-12,被解救的姜戈 Django Unchained,444613.0
300,8.2, 法国,"['动画', '奇幻']", 英语 / 法语,2015-10-16,小王子 Le Petit Prince,249098.0
301,8.8, 中国大陆 / 中国香港,"['剧情', '爱情']", 汉语普通话,1995-06-28,阳光灿烂的日子,460702.0
302,7.3, 美国,"['喜剧', '动作', '科幻', '冒险']", 英语,2019-01-25,死侍2：我爱我家 Deadpool 2,348837.0
303,6.9, 中国大陆,"['动作', '战争']", 汉语普通话 / 英语,2015-04-02,战狼,222335.0
304,8.9, 美国,['剧情'], 英语,2011-04-25,超脱 Detachment,339343.0
305,7.1, 中国大陆 / 韩国 / 中国台湾 / 中国香港,"['喜剧', '爱情', '奇幻']", 汉语普通话,2015-01-08,重返20岁,324754.0
306,8.7, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2015-10-16,心迷宫,357942.0
307,8.3, 日本,"['剧情', '爱情', '动画']", 日语,2007-03-03,秒速5厘米 秒速5センチメートル,473023.0
308,8.5, 美国,['剧情'], 英语 / 韩语,2019-11-22,黑水 Dark Waters,76533.0
309,8.4, 英国 / 法国 / 美国 / 荷兰,"['剧情', '历史', '战争']", 英语 / 法语 / 德语,2017-09-01,敦刻尔克 Dunkirk,545537.0
310,8.5, 中国香港,"['剧情', '爱情', '犯罪']", 粤语 / 汉语普通话 / 英语 / 菲律宾语 / 上海话,1990-12-15,阿飞正传 阿飛正傳,365720.0
311,7.2, 中国大陆,"['剧情', '犯罪']", 汉语普通话 / 重庆话,2016-04-01,火锅英雄,293908.0
312,8.8, 阿根廷 / 西班牙,"['剧情', '喜剧', '犯罪']", 西班牙语,2014-05-17,荒蛮故事 Relatos salvajes,305403.0
313,8.8, 美国 / 法国,"['剧情', '爱情']", 英语 / 法语,2004-02-10,爱在日落黄昏时 Before Sunset,367547.0
314,6.3, 中国大陆,"['爱情', '悬疑', '奇幻']", 汉语普通话,2020-07-17,美人皮,3116.0
315,8.2, 美国 / 英国,"['剧情', '动作', '科幻', '冒险']", 英语 / 越南语 / 法语,2014-05-23,X战警：逆转未来 X-Men: Days of Future Past,383794.0
316,8.6, 美国 / 澳大利亚,"['动作', '科幻']", 英语 / 法语,2003-07-18,黑客帝国2：重装上阵 The Matrix Reloaded,262658.0
317,8.6, 美国,"['剧情', '悬疑', '惊悚', '犯罪']", 英语,2000-09-05,记忆碎片 Memento,447573.0
318,9.1, 英国,"['剧情', '喜剧', '犯罪']", 英语,1998-08-28,"两杆大烟枪 Lock, Stock and Two Smoking Barrels",446680.0
319,6.8, 美国,"['剧情', '悬疑', '犯罪']", 英语 / 汉语普通话 / 粤语,2016-06-24,惊天魔盗团2 Now You See Me 2,231732.0
320,8.5, 美国 / 英国,"['科幻', '悬疑', '惊悚']", 英语,2013-09-19,彗星来的那一夜 Coherence,369136.0
321,8.7, 日本,"['剧情', '惊悚']", 日语,2010-06-05,告白,542761.0
322,7.7, 美国 / 中国大陆,"['喜剧', '动作', '动画', '冒险']", 英语,2016-01-29,功夫熊猫3 Kung Fu Panda 3,290010.0
323,8.3, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2018-04-04,暴裂无声,362208.0
324,8.8, 日本,"['剧情', '家庭']", 日语,2015-05-14,海街日记 海街diary,289323.0
325,7.5, 美国,"['动作', '科幻', '冒险']", 英语 / 西班牙语,2019-02-05,阿丽塔：战斗天使 Alita: Battle Angel,493256.0
326,8.3, 美国,"['剧情', '家庭']", 英语,2017-04-12,天才少女 Gifted,180457.0
327,7.7, 美国,"['动作', '科幻', '奇幻', '冒险']", 英语 / 德语 / 阿拉伯语 / 波兰语 / 古埃及语,2016-06-03,X战警：天启 X-Men: Apocalypse,323239.0
328,8.3, 美国,"['剧情', '动作', '科幻']", 英语 / 西班牙语,2017-03-03,金刚狼3：殊死一战 Logan,365690.0
329,8.4, 中国台湾,"['剧情', '悬疑']", 汉语普通话 / 粤语 / 闽南语 / 日语,2017-11-24,血观音 血觀音,265140.0
330,5.7, 中国大陆 / 中国香港,"['剧情', '喜剧']", 汉语普通话 / 粤语,2019-02-05,新喜剧之王,345240.0
331,8.7, 中国台湾,"['剧情', '喜剧']", 闽南语 / 汉语普通话,2017-10-13,大佛普拉斯,280986.0
332,6.5, 中国大陆,"['剧情', '灾难']", 汉语普通话,2019-08-01,烈火英雄,258100.0
333,6.1, 中国大陆,"['剧情', '爱情', '冒险']", 汉语普通话 / 藏语,2019-09-30,攀登者,266006.0
334,8.9, 英国 / 南非 / 意大利,"['剧情', '传记', '历史', '战争']", 英语 / 法语,2004-09-11,卢旺达饭店 Hotel Rwanda,215557.0
335,7.1, 美国,"['动作', '犯罪']", 英语,2017-04-14,速度与激情8 The Fate of the Furious,286721.0
336,9.4, 美国,['剧情'], 英语,1957-04-13,十二怒汉 12 Angry Men,332921.0
337,9.1, 美国,"['剧情', '犯罪']", 英语,1993-11-24,完美的世界 A Perfect World,187153.0
338,7.1, 中国大陆,['剧情'], 汉语普通话 / 手语 / 粤语,2014-07-24,后会无期,531098.0
339,5.8, 美国 / 加拿大,"['动作', '科幻', '冒险']", 英语 / 法语,2019-06-06,X战警：黑凤凰 Dark Phoenix,200395.0
340,8.0, 美国,"['喜剧', '动作', '动画', '冒险']", 英语,2011-05-28,功夫熊猫2 Kung Fu Panda 2,366698.0
341,6.3, 中国大陆,"['剧情', '悬疑', '犯罪']", 汉语普通话,2017-03-31,嫌疑人X的献身,242844.0
342,8.4, 中国大陆,['剧情'], 汉语普通话,2015-05-15,十二公民,266589.0
343,8.2, 英国 / 美国,"['剧情', '悬疑', '恐怖']", 英语,1980-05-23,闪灵 The Shining,319506.0
344,8.2, 美国,"['动作', '科幻']", 英语 / 西班牙语,2007-07-11,变形金刚 Transformers,374731.0
345,5.7, 中国大陆,['喜剧'], 汉语普通话 / 粤语,2015-09-25,港囧,330959.0
346,8.8, 美国 / 希腊,"['剧情', '爱情']", 英语 / 希腊语 / 法语,2013-06-14,爱在午夜降临前 Before Midnight,236845.0
347,8.8, 爱尔兰 / 加拿大 / 英国 / 美国,"['剧情', '家庭']", 英语,2015-09-04,房间 Room,292325.0
348,8.6, 英国 / 美国 / 法国,"['剧情', '喜剧', '爱情']", 英语 / 葡萄牙语 / 法语,2003-09-07,真爱至上 Love Actually,530764.0
349,7.5, 美国,"['动作', '科幻']", 英语,2009-05-03,金刚狼 X-Men Origins: Wolverine,230254.0
350,7.3, 中国大陆 / 中国香港,"['喜剧', '爱情']", 汉语普通话 / 英语 / 闽南语,2013-03-21,北京遇上西雅图,517135.0
351,8.4, 美国 / 捷克 / 新西兰,"['剧情', '喜剧', '战争']", 英语 / 德语,2020,乔乔的异想世界 Jojo Rabbit,171156.0
352,8.2, 美国,"['动作', '奇幻', '冒险']", 英语 / 荷兰语,2007-06-12,加勒比海盗3：世界的尽头 Pirates of the Caribbean: At World's End,303845.0
353,7.9, 美国 / 加拿大,"['动作', '科幻', '冒险', '灾难']", 英语 / 法语 / 藏语 / 汉语普通话 / 俄语 / 印地语 / 葡萄牙语 / 拉丁语 / 意大利语,2009-11-13,2012,456337.0
354,5.9, 中国大陆,"['剧情', '爱情']", 汉语普通话,2018-04-28,后来的我们,308452.0
355,9.1, 日本,['剧情'], 日语,2004-05-13,无人知晓 誰も知らない,199948.0
356,8.6, 中国台湾,"['剧情', '喜剧', '同性']", 汉语普通话,2018-11-02,谁先爱上他的 誰先愛上他的,275499.0
357,7.3, 中国大陆,"['喜剧', '音乐']", 汉语普通话,2017-07-20,闪光少女,225270.0
358,5.9, 中国大陆,"['剧情', '爱情']", 汉语普通话,2018-09-21,悲伤逆流成河,196542.0
359,8.0, 中国大陆 / 中国香港,"['剧情', '动作', '爱情', '传记']", 汉语普通话 / 粤语 / 日语,2013-01-08,一代宗师 一代宗師,457065.0
360,8.9, 美国,"['剧情', '悬疑', '惊悚']", 英语 / 拉丁语 / 西班牙语,1999-08-06,第六感 The Sixth Sense,396846.0
361,7.9, 中国香港 / 中国大陆,"['喜剧', '动作', '运动']", 粤语,2001-07-12,少林足球,300502.0
362,8.4, 美国,"['喜剧', '动画', '家庭']", 英语,1995-11-22,玩具总动员 Toy Story,267926.0
363,6.8, 美国,"['喜剧', '动画', '冒险']", 英语,2017-07-07,神偷奶爸3 Despicable Me 3,204666.0
364,9.2, 意大利 / 法国,"['剧情', '爱情']", 意大利语,1988-11-17,天堂电影院 Nuovo Cinema Paradiso,482377.0
365,8.8, 中国香港,"['剧情', '喜剧', '动作', '犯罪']", 粤语 / 汉语普通话 / 客家话 / 英语 / 法语,1991-02-02,纵横四海 緃横四海,295769.0
