R,F,M
742,1,98.4
766,1,99
920,4,1373
707,1,4698
741,1,614
915,4,408
730,1,279
779,1,119
767,2,2938
623,1,69.9
783,1,22
872,1,89
697,1,199
753,1,68
972,1,79
955,1,488
938,1,10.1
920,1,6
898,1,3
710,1,578
941,1,4238
650,2,2778
751,2,348
741,1,3099
959,1,96
942,1,3999
925,1,9.9
627,1,48.5
616,2,388
682,1,545
634,1,85
767,1,96
929,1,35
939,1,96
853,1,68.5
661,1,5952
700,1,9.9
707,1,359
616,1,2757
723,1,239
929,1,2121
793,1,9
769,1,1298
936,1,4198
797,1,10.1
664,1,59
857,1,20.1
635,1,139
734,4,794
739,1,139
619,1,4299
765,1,259
680,1,9
762,1,3398
782,1,279
972,1,269
955,1,10799
938,1,2197
920,1,95
692,1,29
612,2,596
718,1,5649
874,1,59
874,1,189
815,1,9.9
808,1,4299
764,1,39.9
904,1,69
715,1,95
846,1,9.9
690,1,55
713,1,190
674,1,168
655,1,1199
680,1,29
610,1,2188
857,1,3799
705,1,55.6
854,1,58
860,1,4999
721,1,237
735,1,39.9
923,1,188
871,1,469
654,1,399
697,1,178
915,4,2305
681,2,201
726,2,190.2
956,1,1799
939,1,299
921,1,69
917,1,799
883,1,6839
754,1,199
617,1,1238
762,1,79
853,1,48.5
703,1,3
633,1,639
803,1,99
675,1,999
787,1,9.9
780,1,39.9
724,1,2499
623,1,2499
749,1,79
926,1,2999
649,1,96
739,1,29
646,1,49
857,1,65
611,1,9
778,1,1736
770,2,98
810,3,576.2
659,1,9.9
967,1,219
950,1,139
932,1,88.9
915,1,199.4
973,1,9.9
955,1,279
938,1,6688
920,1,99
969,1,99
952,1,41.6
935,1,3558
917,1,78
774,1,382
811,3,329.1
939,1,3199
922,1,3458
727,1,499
793,1,219
733,1,59
615,2,396
743,2,898
943,1,1
926,1,1699
782,1,247.8
665,2,78
612,3,691
655,1,5099
764,1,1196
857,1,49.6
955,1,9.9
800,1,3232
854,1,3588
710,1,389
869,1,299
763,1,39
863,1,1299
715,2,318
732,1,49
769,1,49
853,1,99
633,1,99
775,1,19
619,1,3099
928,1,3148
914,1,399.4
857,1,109
782,1,1096
923,1,3599
887,1,2998
671,1,169
609,1,299
925,1,2599
792,1,249
664,1,299
786,2,198
878,1,1999
716,1,99
762,1,96
649,1,59
696,2,707.6
880,1,35.9
805,1,1058
728,1,199
625,1,5298
678,1,79
623,1,146.7
720,1,838
694,2,158
704,1,2199
900,11,3417.2
645,1,98
865,1,199
780,1,55
821,1,775
731,1,1999
794,1,3
692,1,398
659,1,99
749,1,339
612,3,417
737,1,8576
793,1,4990
864,1,69
800,1,266
727,3,450.6
735,1,1299
704,1,899
663,1,96
875,1,39
651,3,547
759,1,585
816,1,2450
786,1,7899
742,2,6
771,1,9.9
617,1,99
865,1,96
685,1,39.9
624,3,117
610,3,755
805,1,96
712,1,96
648,3,7264.6
818,1,199
765,1,69
667,2,30
696,1,410.2
619,2,248
801,1,1120
896,1,98.7
726,1,19
650,1,1899
876,1,299
688,1,4399
885,1,207
752,1,199
721,1,129
687,1,2666
618,1,99
695,1,55
754,1,1999
629,3,2478
665,1,159
732,1,198
702,1,98.5
891,1,96
870,1,29
686,2,7398
824,1,1779
686,1,79
879,1,89
761,1,1349
917,4,9113.9
693,1,59
818,1,818
815,1,59
663,2,295.6
631,1,59
616,1,578
816,1,429
875,2,6217
726,1,486
700,1,1999
806,1,5
890,1,96
791,1,99
857,1,375
816,1,11.9
700,1,149
732,2,178
722,1,179
757,1,189
646,1,169
805,1,19
733,1,138
783,1,3199
612,1,39.9
718,1,3999
930,3,5085.2
806,1,2146
854,1,88
735,1,2439
872,1,50
788,2,8055
707,1,79
643,2,303
687,1,1199
707,1,99
692,1,316
891,1,399
796,1,138
889,1,539
728,1,299
862,1,115
751,1,999
728,1,229
823,1,219
737,1,9.9
710,2,156
698,1,399.3
645,1,199
620,1,9.9
702,1,1276
733,1,839
821,1,384
679,1,1248
770,1,1999
817,1,25
697,1,199
819,1,1403
648,2,128
817,1,269
630,1,261
936,1,96
755,4,576.8
809,1,99
711,1,948
887,1,99
824,1,29.9
618,1,399
767,1,59
791,1,147
853,1,9.9
794,1,1599
695,1,11.1
927,3,905.5
888,1,11
652,1,127
970,1,55
953,1,49
936,1,49
918,1,45
678,1,128
633,1,110
793,2,208.5
657,1,95
742,1,99
620,1,139
732,1,96
705,1,799.5
683,2,333
733,2,1796
843,1,159
769,1,1
922,3,3686
918,4,536.3
731,15,5949.9
683,1,158
648,2,3618
798,1,1699
857,1,4299
787,1,96
886,1,137
758,1,249
705,1,99
631,1,59
843,1,228
797,1,3598
691,2,192
728,1,60
645,1,9
621,1,106.8
666,2,154
647,1,99
915,4,1932.8
629,1,29
693,1,534
681,1,208
713,1,1348
705,1,488
748,2,208
774,1,39
722,1,1098
885,1,1249
714,1,96
707,1,29.9
626,2,238
807,1,309
789,1,109
794,1,29
699,1,57.8
772,1,189
820,1,39.9
748,1,98
683,1,139
727,1,168
820,5,7655.7
823,1,8997
809,1,268
808,1,428
880,1,49
927,3,327.9
896,4,128.1
612,1,99
687,2,1312
819,1,29
609,1,9
667,9,8451.5
613,1,259
739,1,588
649,1,27.7
809,1,218
781,1,185
645,1,188
689,1,19
645,1,1249
727,1,79
735,1,458
657,1,49
790,1,85
703,1,5858
789,1,81
818,1,3588
712,2,576
879,1,79
649,1,399
736,2,238
736,1,198
609,1,5188
765,1,99
660,1,399
711,1,69
809,1,9.9
739,1,199
865,1,89
897,1,79
647,1,2598
656,1,39
703,4,1553.2
660,1,99
724,1,1
875,1,1280
747,4,340.6
652,1,124
774,1,54
763,1,99
680,1,95
810,1,4898
719,3,673
720,1,32
770,1,19.8
917,4,248
818,1,99
734,1,2459
776,1,2688
689,1,20.1
627,1,191
925,3,1271
693,1,69
693,1,799
778,1,2999
704,1,19
656,1,340
779,1,96
734,1,95
796,1,159
660,1,3179
682,1,299
725,1,3699
715,1,139
631,1,10.9
698,1,99
651,1,99
751,1,138
821,1,20.1
893,1,9.9
800,1,59
878,1,49
883,1,89
945,1,10.1
807,1,99
692,3,187.6
650,1,95
613,1,358
763,1,99
761,1,118
726,1,158
729,1,115.7
772,1,1349
646,1,29.7
760,1,29.7
745,1,29.5
716,1,78
871,1,3599
750,1,149
790,1,299
719,1,96
784,1,2999
692,1,2150
880,1,499
760,1,128
820,1,238
653,1,3899
752,1,8988
775,1,1789
885,1,99
667,10,1608.2
739,1,738
770,1,19
861,1,104.3
857,1,240
747,2,111.9
786,1,98.5
854,1,1238
805,1,498
886,1,9.9
717,1,2699
803,1,39
877,1,38
609,1,29
755,1,259
891,1,2038
740,1,489
853,1,4454
729,1,29
677,2,4578
917,4,5145
880,1,4376
643,1,828
754,1,1239
679,2,457.7
686,2,278
703,1,89
631,1,17.8
868,1,32.9
916,4,604
786,1,175
687,1,1999
754,1,88
728,1,69
612,1,4088
917,4,653.9
875,1,88
893,1,99
797,1,358
890,1,94.9
740,1,11
814,1,1199
892,1,2888
790,1,19
615,3,3531
694,1,11
816,1,69.9
623,1,638
882,1,89
880,1,839
882,1,39.9
720,1,339
920,4,8275
701,1,4199
886,1,1997
713,2,1654
792,1,196
620,1,409
775,1,156
647,3,1758.9
747,1,19
925,3,227
861,1,89
699,1,2484
922,3,406
728,2,294
691,1,2999
615,1,9
651,1,79
627,1,1536
794,1,588
882,1,69
655,5,10190
630,2,268
817,1,10
808,1,19.5
810,1,96
879,1,39.9
861,1,139
681,1,138
758,1,2468
668,8,19536
626,1,49
633,1,2888
741,1,99.7
880,1,358
748,1,289
721,1,599
897,1,279
782,1,39.9
866,1,999
680,1,127.6
629,1,22
821,1,189
658,2,58
822,1,1886
793,1,799
796,1,99
685,1,99
758,1,49
751,1,2688
706,3,477
692,1,1549
625,1,2699
615,2,4511.8
857,1,1999
716,1,35.9
762,1,3588
928,3,7597.1
733,1,236
695,1,109
716,1,296
818,1,79
707,1,69
869,2,2598
782,1,159
780,1,99
916,4,2142.9
869,1,165
929,3,862
760,1,2398
921,4,1296.6
877,1,398
661,1,79
928,3,326.9
770,1,299
721,1,176
864,1,96
914,4,895
819,1,159
725,1,1
646,1,308
719,1,128
721,2,438
744,1,48.5
814,1,20.1
779,1,29
702,1,398
647,2,220
882,1,25
775,1,164
821,1,39.9
891,1,199
727,1,568
928,3,1894
649,1,109
803,1,69
696,1,59
776,1,115
622,1,199
643,1,110.1
681,1,999
659,2,101
787,1,99
864,1,16.9
644,1,96
664,1,268
929,3,7635.8
683,2,192
787,1,18
655,1,75
762,1,1
805,1,69
676,1,289
610,2,46
620,2,138
802,1,49
781,1,98
709,1,39.9
748,1,1164
717,1,2978
788,1,69
890,1,827
876,1,279
810,1,29.5
646,1,20.1
783,1,20.1
643,1,20.1
917,4,3881
726,1,89
612,1,799
666,1,3999
875,1,49.9
891,1,85
805,1,445
739,1,818.5
620,1,110
899,1,399
785,1,118
851,1,9.9
849,1,39
848,1,1112
846,1,2799
844,1,11
843,1,11446
841,1,55
839,1,1799
837,1,139
836,1,839
834,1,289
832,1,4988
830,1,299
828,1,136
827,1,1748
825,1,99
785,1,89
684,1,59
826,16,16774.4
819,1,49
679,1,88
705,1,55
876,1,4076.8
803,1,382
699,1,104.7
624,1,157
762,1,419
745,1,79
897,1,99
867,1,18
664,1,199
776,1,78.9
664,1,399
729,2,273
873,1,96
647,1,280.5
737,2,110
900,11,2359.9
722,1,5600
708,2,264
860,1,289
739,3,1225
624,1,316
824,1,3179
614,2,751
738,1,1399
746,1,109.2
924,3,364
906,14,20754.7
879,1,3388
738,1,299
727,1,2896
731,1,1899
691,1,96
863,1,297
679,1,9.9
686,1,69
861,1,118
651,1,188
815,1,29
687,2,598
817,2,195.4
677,1,99
686,1,3499
622,1,399
609,2,165.4
744,1,338
819,1,149
733,1,49.6
921,7,1220.9
767,1,89
884,1,69.9
844,1,169
684,1,99
741,1,5
615,1,114.3
752,1,79.9
884,1,183.2
627,2,464
623,1,1068
788,1,3099
899,1,97
872,1,175
619,1,999
657,1,48
745,1,87
878,1,99
736,1,96
746,1,199
686,1,3199
916,4,6044
808,1,2499
788,2,7887
875,1,29
797,1,96
736,4,1325
612,2,97
881,1,19
738,1,7899
615,1,5799
750,1,2198
662,2,68
703,1,52
896,1,999
920,4,3336
736,1,369
766,1,69.9
653,1,3599
768,1,233
795,1,139
743,5,7830
799,1,118
813,1,2999
940,1,119
627,1,3799
759,1,289
877,1,9
793,1,99
922,3,3223.8
871,1,87
696,1,98.3
768,1,3049
659,2,118
727,1,99
793,1,445
783,1,99
744,1,1058
759,1,899
645,1,1120
707,1,399
759,1,87
925,3,2846.9
713,1,1799
707,1,39
825,16,20493
725,5,1320
709,1,3080
805,1,5
973,1,499
956,1,10.1
939,1,137
921,1,179
892,1,178
899,1,4299
729,1,96
860,1,2365
746,1,119
730,1,121.6
613,2,178
872,1,85
678,1,179
616,2,135.9
648,1,299
872,1,3498
661,1,179
895,1,95
740,1,3099
737,1,89
694,1,49
899,1,79
617,2,636
726,1,145
625,1,888
776,1,158
716,1,628
806,1,2399
937,1,3699
857,1,18
854,1,499
623,1,198
665,1,718
660,1,22.4
725,1,149
853,1,3399
921,1,1689
707,2,18
777,1,9.9
767,1,68
647,1,299
930,3,2006.9
776,1,3788
864,1,88
746,1,289
753,1,1
720,1,59
806,2,205
722,1,148.4
794,1,399
659,1,39.9
718,2,139
665,2,2798
625,1,139
794,1,29
765,1,111.9
817,1,348
662,1,898
614,1,576
921,4,8154
742,1,1199
677,1,2298
752,1,49
900,1,99
792,1,96
662,1,78
666,2,236
739,1,2288
920,4,4456.5
680,1,5999
801,1,49
693,1,33
877,1,499
876,1,96
819,1,395
611,2,165
618,1,435
875,1,11
633,1,139
619,2,208
792,1,99
732,1,1499
794,1,19
685,1,511
886,1,99
609,1,99
889,1,28.9
618,1,179
882,1,88
631,2,428
802,1,1699
707,1,99
689,1,15
769,1,9.9
620,1,199
857,1,1120
645,1,49
791,1,79
719,1,198
896,1,1099
705,2,119.8
926,3,4210.9
927,3,5149.6
701,1,1748
630,1,97
609,1,9.9
899,1,58
884,1,279
687,1,29.9
622,1,147.8
822,1,77.6
691,1,5096
734,1,89
697,1,79
878,1,49.2
806,2,11716
751,2,88
699,1,488
811,1,88
652,1,254.8
743,1,1299
873,1,3799
906,14,12063.3
789,1,199
895,1,6299
894,1,99
702,1,2849
882,1,2499
863,1,3149
689,1,138
896,1,26
765,1,99
862,1,1
779,2,1198
809,1,19
862,1,27.9
824,1,168
892,1,3699
697,1,666
870,3,862
814,1,2599
785,1,88
914,4,2307.9
737,1,1
648,5,2642
760,5,6755.4
706,1,69
685,1,39
685,1,169
802,1,199
737,2,245
762,1,646
734,1,499
695,1,867
725,1,205.6
659,1,59
821,1,99
657,1,188
646,1,138
864,1,179
816,1,44
710,1,1152
664,1,839
649,1,38
658,1,99
801,1,149
918,4,2186
653,1,558
745,1,99
719,2,3667
705,1,380
819,1,2399
791,1,29.9
613,1,99
892,1,999
790,1,288
873,4,1044.9
961,1,155.9
944,1,59
926,1,1699
900,1,119
863,1,55
647,3,127
804,1,17.9
803,1,239
825,16,6555.6
806,1,456
622,1,3699
656,1,1299
686,1,2888
899,1,100
790,1,309
796,1,97
799,1,419
895,1,338
789,1,95
872,1,109
971,1,99
954,1,79
937,1,10.1
920,1,79
719,1,2999
653,1,219
713,1,999
709,1,799.5
691,1,299
620,1,3188
703,1,298
857,1,10.1
854,1,319
613,2,100
853,1,11
925,3,876.1
677,1,39
763,1,29
746,14,5346.4
647,1,158
811,1,69
763,1,96
652,1,148
819,1,1005.9
613,1,299
681,1,55
780,1,16
867,1,138
762,1,119
695,1,119
644,3,237
614,1,199.4
712,1,10799
659,1,478
631,1,1382
780,1,49.9
739,2,13564
728,1,129.9
611,1,3999
782,1,39
740,1,39.9
879,1,804.1
758,1,114
764,1,199
699,1,199
760,1,43.6
753,1,11
731,1,6999
696,1,39
863,1,39.9
660,1,98
884,1,399
715,1,1058
795,1,118
708,1,54.4
756,1,9.9
805,1,96
935,1,840
714,1,99
715,1,199
797,1,644
768,1,3433
885,1,36.8
684,1,99
875,1,470
885,1,96
749,1,327
897,1,8844
650,1,299
805,1,558
629,1,9499
682,1,3
751,1,679.4
773,1,59
633,1,53.7
772,2,222
823,1,1099
886,1,769
691,1,219
737,1,7899
814,1,388
784,1,59
613,1,175
698,1,11
660,1,96
678,1,5288
893,1,29
687,1,69
898,1,19.9
862,1,1399
704,1,504.9
678,1,799
791,1,2988
919,4,8545
872,1,39.9
647,1,99
630,2,32
884,1,99.1
965,1,323
948,1,1198
931,1,49
913,1,259
728,1,58
857,1,788
864,1,137.9
723,1,2522
656,1,7966
881,1,49
657,1,128
773,1,69
643,1,279
659,2,188
722,1,59
701,1,628
759,1,356
929,3,263.5
886,1,99
847,1,139
929,3,3911.1
738,1,198
716,1,3999
704,17,27791.3
713,5,38.6
867,1,317
802,1,3999
752,1,6999
807,1,169
898,1,49
616,9,8426.3
749,1,24.8
719,1,299
707,5,3752
869,1,2588
825,16,16881
811,1,2788
690,1,39.8
926,3,127.9
896,1,29.9
614,1,1838
653,1,5
662,1,209
740,1,1334.8
663,1,159
720,1,89
712,1,119
761,3,1034
791,1,99
743,1,19
677,2,178
663,1,147
750,1,89
632,47,25835.9
759,1,3588
659,1,96
920,4,995
680,1,189
735,1,3800
820,1,525
753,1,6698
820,1,899
888,1,4099
627,1,19.9
898,1,79
657,1,4260
694,1,3199
661,1,479
715,1,9
806,1,89
646,2,32.8
625,1,19
913,4,1737
661,1,199
631,3,193.4
865,1,79.9
883,1,9.9
656,1,24.7
646,1,29.9
688,3,648
876,1,198
732,1,3999
718,1,68.9
757,2,59
725,1,95
796,1,96
718,5,3837.6
813,1,98
930,3,994
929,3,246.5
930,3,237
750,1,5818
892,1,96
876,1,579
876,1,1855
790,1,1238
708,1,55.9
725,1,139
718,1,29.9
704,1,479.7
876,1,1796
646,1,999
806,1,19
812,1,897
920,4,7270.7
758,1,39
623,1,359
818,1,9.9
615,2,2734
820,2,548
774,1,3699
763,1,4288
957,1,79
940,1,5288
654,1,328
922,1,138
784,1,96
889,1,399
879,1,107
784,6,5590.9
718,1,9.9
694,1,118
916,1,96
765,1,29.9
898,1,279
899,1,99
750,5,538
775,1,39.9
702,2,1278
732,1,43.9
816,1,179
665,1,88
740,1,1679
646,1,29.9
724,2,508
806,5,4556.3
611,1,299
753,1,9.9
683,1,39
617,1,49.9
799,1,49.2
765,1,99
621,1,3043
803,1,99
747,1,409.8
683,1,96
648,2,92.5
665,1,1188
775,1,158
649,1,25.9
609,1,79
780,1,79
913,1,69
691,1,39.9
696,1,880
647,1,96
750,1,39
720,1,89
720,1,239
784,1,188
749,1,3799
781,1,82
687,1,25
712,1,1152
739,1,49.9
826,16,20657
620,1,3388
701,2,488
790,1,95
887,1,1298
680,1,95
929,3,3946.9
626,1,10.1
621,1,399
751,1,818
860,1,39
611,1,4099
812,1,10794
730,1,55
741,1,3799
683,1,2796
761,1,249
738,1,99
719,1,1445
688,1,289
665,1,1299
749,5,3283.1
759,11,7162.1
619,2,318
653,1,39
617,1,699
653,1,1199
821,1,79
690,1,139
916,4,13199.6
615,2,2392
744,1,98
723,1,89
921,4,2058.1
698,1,98.5
624,1,210
688,1,839
622,1,179
729,1,49
742,1,3649
610,1,3699
765,1,10.1
629,1,39
891,1,99
898,1,88
624,2,198
771,1,59
810,1,3299
754,1,69
623,1,49
874,1,9.9
793,1,295
759,1,79
757,1,3966
645,1,1
651,1,1008
705,1,1799
723,1,9.9
693,1,890
749,1,4288
896,1,399
899,1,1449
610,2,51.5
899,1,99
871,1,39.9
717,2,497
781,1,136.9
815,1,4588
695,1,95
729,1,11
784,1,109
626,1,39
651,1,9.9
702,1,1126
752,1,119
797,1,9
709,1,49.7
622,1,77
784,1,39
772,1,199
747,1,3079
783,1,69
773,1,433
730,1,59
661,1,39
867,1,188
714,1,277.8
921,4,2395
615,1,139
741,1,89
652,1,7176
713,1,198
751,1,999
773,1,69
885,1,148
646,1,859
744,1,129
686,1,58
612,1,25
762,1,111.8
763,1,79
746,1,4999
609,1,49
688,1,288
628,2,50
662,1,118.9
725,1,59
779,1,449
712,1,58
913,4,345
793,1,319
913,4,1394.1
882,1,2699
808,1,999
688,1,49.5
765,1,456
874,1,3980
663,1,28.9
790,1,1299
612,1,39
781,1,99.3
719,1,199
784,1,138.8
806,1,4049
867,1,29
660,1,3149
707,1,249
784,1,279
745,1,48.5
798,2,147.9
707,3,127.9
867,1,375
700,1,1999
692,1,1
728,1,317
897,2,523
764,6,7545
895,1,356
881,1,699
760,2,114
865,1,189
900,10,6910.9
773,2,1332
782,1,699
678,1,159
800,1,3499
791,1,125
878,1,49.5
685,1,398
813,1,299
913,4,5343
894,1,399
625,1,59
726,1,29.8
749,1,77
707,1,9.9
924,1,828
748,1,39
916,4,6886.1
619,2,995
692,1,139
613,1,49
819,1,1388
889,1,190
864,1,219.4
693,1,6290
922,3,606
917,1,329
703,1,29.9
874,1,59
693,1,267
880,1,79.6
770,1,11.1
720,1,2399
793,1,198
763,2,118.9
882,1,138
715,1,79
820,1,339
896,1,272.9
714,1,8288
688,1,139
820,1,49.5
753,1,49.7
665,1,3588
624,1,898
784,1,39
820,1,9.9
668,9,5901.8
892,1,29.9
759,1,198
853,1,71
899,1,408
678,1,96
861,1,2499
782,1,318
765,1,54
649,1,57.8
659,3,121
796,1,118
723,1,99
781,1,108
769,1,29.9
626,1,119
857,1,19
870,1,236
727,1,219
613,1,79
761,1,49
854,1,49.6
704,1,888
898,1,3076
746,1,99
774,1,169
861,1,49
890,5,3286.8
686,2,5398
613,1,199
654,1,207.1
759,1,96
876,1,29
678,1,9864
899,1,3799
785,1,49
750,1,49.9
738,1,95
703,1,99
629,2,557
739,1,78
722,11,6139.8
708,1,39.9
747,1,69
812,1,1398
728,2,268
919,4,10525.9
928,3,7701
729,1,33
654,1,369
821,1,99
810,1,1199
868,1,54
619,1,99
706,1,4099
917,4,1432.9
924,3,3906.9
692,1,1099
877,1,3588
738,1,3588
702,6,7375
896,1,29.9
821,1,49.9
770,1,265
653,1,3948
624,1,2557
791,2,718
745,1,323
709,1,2168
680,2,128
633,1,48
718,15,26737.7
689,1,99
706,1,7498
822,1,799
807,2,204.7
807,1,799.5
629,1,49
857,1,6188
762,1,9
660,1,3099
913,4,6583.8
773,1,1349
808,1,139
926,3,5514
786,1,69
768,1,96
679,2,3612.8
745,1,59
794,1,998
619,2,160.9
757,1,95
886,1,20.1
688,1,2299
791,1,1120
887,1,198
717,3,119.7
717,4,2475
743,1,4299
772,1,2407
895,1,1098
680,1,21
765,1,49
775,1,95
750,1,96
628,1,1530
913,4,626
710,1,9.9
660,1,2446
793,1,36.8
705,1,96
776,1,39
654,1,346
614,1,189
892,1,4078
784,1,3149
616,2,98.9
703,1,239
662,2,1147.9
806,1,2388
764,1,1199
750,2,408
677,1,3699
719,1,33.9
771,1,2
630,2,358
645,1,1299
913,4,6616
784,1,22
714,1,39
893,1,2699
888,1,49
870,1,139
747,1,39
774,1,279
774,1,1
624,1,77
700,1,237
660,2,2376
609,1,3588
771,2,3958
771,2,144.9
650,1,109
651,1,29.5
743,1,817.4
617,1,49.5
615,1,69
719,1,19
890,1,5096
803,1,81
732,1,799
648,1,59
867,1,188
805,1,99
915,4,4443
681,1,199
756,1,99
822,1,96
665,1,4166
774,1,10.1
621,1,19.7
760,1,149.9
823,1,299
863,1,109
609,1,499
883,1,49.9
812,1,3899
918,1,839
884,1,11
739,1,58
778,1,96
712,1,211.8
777,1,10.1
726,4,346.2
739,1,1999
822,1,50
811,1,69.9
778,1,19.7
804,1,379
660,1,9199
864,1,1098
644,1,49.2
706,1,1549
808,1,96
650,1,828
714,1,109
790,3,5403
627,1,219
779,2,2098
697,1,398
769,1,368
924,3,1413.9
784,1,4399
741,2,2167
629,1,179
811,1,2749
649,1,2899
743,1,3588
877,1,4288
782,1,11
872,1,699
653,1,119
718,1,19
926,3,651
921,4,4216.1
913,4,4745
622,3,121
691,1,49
786,1,518
697,1,219
823,1,119
749,1,10
756,9,10491.3
720,1,1299
872,1,129
889,1,3179
624,3,307
877,1,3588
688,1,899
629,1,143
867,1,75
782,1,75
738,1,3779
695,1,139
784,1,29.9
654,1,49
796,1,96
853,1,88
743,1,611
609,1,1499
748,1,2288
646,2,918
760,1,99
923,3,8006
723,1,96
811,1,10.1
691,2,5022
657,1,49.9
740,1,557
719,1,248.9
752,1,199
779,1,59
679,1,49.7
688,1,49.9
845,1,2599
737,1,49.6
820,1,55
878,1,20.1
694,1,5808
787,1,3499
754,1,2999
784,1,78
713,1,96
857,1,199
899,1,89
767,2,10094
654,1,59
789,1,99
807,1,96
731,1,147
813,1,1699
654,1,95
854,1,95
754,1,139
817,1,59
896,1,69
792,1,69
915,4,4930.9
857,1,109
633,1,10.1
878,1,39
744,1,1
621,1,96
617,1,79
617,1,99
712,1,69
790,1,1799
897,1,99
898,1,268
860,1,5377
877,1,99
610,1,196
730,1,269.7
725,1,89
785,1,96
646,1,4416
820,1,639
663,1,176
887,1,17.9
816,1,5099
888,1,299
731,1,3588
803,1,159
679,1,178
779,1,2899
629,1,534
716,1,999
612,2,108
729,6,1116
809,1,399
711,2,138
771,1,9
714,1,258
964,1,89
947,1,99.4
930,1,199
775,1,3049
889,1,76
655,18,7218.6
863,1,2788
785,1,289
725,1,68
768,1,1199
808,1,159
657,1,158
753,1,179
750,1,556
859,1,89
801,1,69
776,1,39
921,4,932.9
822,1,79
819,2,88.9
689,1,398
881,1,896
666,1,159
871,1,149
654,3,427
939,1,218
922,1,95
810,1,399
868,1,119
694,1,19
780,1,5
759,1,2289
744,2,128.9
619,2,78.5
687,2,305
629,1,1988
884,1,108.9
707,1,133
725,1,39
728,1,3999
791,1,188
921,4,1736.7
621,19,38042.8
735,1,1
697,1,9.9
652,1,2988
698,1,594
647,1,38
787,1,3699
729,1,16998
630,1,958
860,1,19.9
740,1,2
872,1,96
645,1,2199
714,1,59
682,1,69
789,1,11
861,1,59
924,3,140.5
742,1,39
762,1,359
712,1,3999
776,1,89
755,2,67.6
697,2,216.7
894,1,95
915,4,2622
667,1,99
713,1,328
709,1,39
849,1,99
838,1,25888
706,2,1598
795,1,59
894,1,3588
802,1,39.9
807,1,197
742,1,3499
761,1,1948
824,1,1249
610,1,1
742,1,99
819,1,1848
928,3,293
758,1,89
779,1,1850
749,2,577
779,1,69
737,1,39.9
801,1,79
773,1,94
926,3,405.9
665,1,89.9
752,1,29
854,1,58
730,1,88
791,1,1659
801,1,45
879,1,1799
913,4,5451
930,3,134.9
887,1,70
915,4,4450
646,1,36
814,1,119.6
681,1,3899
784,1,99
696,1,547
857,1,328
746,1,56
809,1,38
652,2,252
854,1,69
885,1,5998
666,1,279
742,1,29
857,1,1138
920,1,104
659,1,669
648,3,5814
616,5,537.8
950,1,447
932,1,39
915,1,1329
633,1,346
798,1,209
799,1,2498
929,1,39.9
763,1,99
816,1,8.9
732,1,99
959,1,99
942,1,97
925,1,109
782,1,399
922,1,39.9
844,1,579
705,1,35.8
708,2,1036
652,1,36
618,1,69
786,1,379
682,1,6499
721,1,518
812,1,89
917,4,3322.9
712,1,29
689,1,59
881,1,146
650,2,288
783,1,279
780,1,49.5
693,1,5699
618,1,9988
697,1,135
687,3,12293
864,1,388
854,1,9.9
867,1,7966
682,1,10
842,1,76
785,1,9
873,1,9
739,1,8886
821,1,19.9
924,3,8245
766,1,179
787,1,9.9
788,1,26.9
698,1,427
732,1,3588
690,1,699
625,1,99
794,1,175
794,1,123
885,1,7599
876,1,198
739,1,208
645,1,88
711,2,6378
782,1,1999
715,1,3999
718,1,659
916,1,68
697,1,1696
707,1,179
712,1,69
667,9,3958
700,1,698
644,1,3588
895,1,2559
857,1,2.9
759,1,269
857,1,222
879,1,469
655,1,19.9
780,1,189
697,3,618.7
854,1,938
706,1,109
736,4,1891
736,1,399
752,1,2688
864,1,59
633,1,279
722,3,236
650,2,154.8
876,1,11
805,1,11
807,2,3540
758,1,637
702,1,3588
747,1,49.2
713,1,11
618,2,239
666,5,3623.9
865,1,198
610,2,5116
807,1,299
962,1,89
711,1,98
762,1,13
933,1,3588
958,1,1799
940,1,95
923,1,39
617,2,192
726,1,159
626,1,14909
648,1,329
785,1,59
924,3,226.8
930,1,99
788,1,159
689,1,17.9
882,1,2199
624,1,19.9
686,1,328
785,1,59
622,1,95
819,1,2
619,1,788
681,1,3699
881,1,198
729,1,89
679,2,285
819,1,99
919,4,4683.8
813,1,523
763,2,575
755,1,19.9
869,1,79
615,1,39
894,1,246
809,1,10.1
891,1,49
752,1,239
752,1,19.9
824,1,8586
635,1,8079
650,1,117.9
666,1,49.6
812,1,216
860,1,4049
774,1,470
970,1,19.9
953,1,1899
936,1,2699
918,1,13.2
617,1,99
622,1,1
665,1,499
709,1,399
897,1,3388
774,1,19
873,1,139
671,1,39.8
653,2,856
734,2,1235
753,1,2777
688,1,99
815,1,7.6
681,1,249
877,1,3199
900,1,3200
648,1,29
878,1,399
752,1,568
854,1,2588
739,1,1
945,1,199
706,1,95
609,1,199
712,1,399
683,1,399
708,1,189
745,2,104
679,1,179
899,1,99.1
745,1,8.9
730,1,99
777,1,48.5
790,1,3588
857,1,2
652,1,249
705,1,1549
809,1,59
897,1,269
857,1,300
727,1,499
854,1,888
633,1,848
628,1,3299
904,1,3699
860,1,96
938,1,99
863,1,204
611,1,69
648,1,440
724,1,50
645,2,140
917,1,167
929,3,726
748,1,109
648,1,1399
621,1,284.7
887,1,2299
795,1,596
885,1,4599
748,1,35.9
745,1,16.9
712,1,239
653,2,6358
808,1,48.9
922,3,689.8
854,1,99
916,4,1291.1
725,1,598
967,1,1499
950,1,369
