影片名,姓名,演职人员,代表作,评分,性别,星座,出生日期,出生地,职业
鸿门宴传奇,陈小春,演员,头文字D,6.9,男,巨蟹座,1967/7/8,"中国,广东,惠州",演员
鸿门宴传奇,陈小春,演员,树大招风,,男,巨蟹座,1967/7/8,"中国,广东,惠州",演员
鸿门宴传奇,安志杰,演员,寒战,,男,金牛座,1977/5/11,"美国,罗得岛,普罗维登斯",演员
鸿门宴传奇,李仁港,导演,盗墓笔记,,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
鸿门宴传奇,李仁港,导演,锦衣卫,,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
鸿门宴传奇,李仁港,导演,老男孩猛龙过江,5.7,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
鸿门宴传奇,黎明,演员,甜蜜蜜,8.8,男,射手座,1966/12/11,"中国,北京",演员 / 编剧 / 导演 / 艺术指导
鸿门宴传奇,黎明,演员,十月围城,7.7,男,射手座,1966/12/11,"中国,北京",演员 / 编剧 / 导演 / 艺术指导
鸿门宴传奇,黎明,演员,无间道3：终极无间,7.8,男,射手座,1966/12/11,"中国,北京",演员 / 编剧 / 导演 / 艺术指导
鸿门宴传奇,冯绍峰,演员,后会无期,7.1,男,天秤座,1978/10/7,"中国,上海",演员
鸿门宴传奇,冯绍峰,演员,非诚勿扰2,,男,天秤座,1978/10/7,"中国,上海",演员
鸿门宴传奇,冯绍峰,演员,画皮2,5.9,男,天秤座,1978/10/7,"中国,上海",演员
鸿门宴传奇,刘亦菲,演员,三生三世十里桃花,,女,处女座,1987/8/25,"中国,湖北,武汉",演员
鸿门宴传奇,刘亦菲,演员,功夫之王,5.3,女,处女座,1987/8/25,"中国,湖北,武汉",演员
鸿门宴传奇,刘亦菲,演员,恋爱通告,,女,处女座,1987/8/25,"中国,湖北,武汉",演员
鸿门宴传奇,张涵予,演员,老炮儿,7.9,男,射手座,1964/12/19,"中国,北京",演员 / 配音 / 制片
鸿门宴传奇,张涵予,演员,湄公河行动,8,男,射手座,1964/12/19,"中国,北京",演员 / 配音 / 制片
鸿门宴传奇,张涵予,演员,风声,,男,射手座,1964/12/19,"中国,北京",演员 / 配音 / 制片
鸿门宴传奇,黄秋生,演员,无间道,,男,处女座,1961/9/2,香港,演员 / 配音 / 导演 / 编剧
鸿门宴传奇,黄秋生,演员,不能说的秘密,7.6,男,处女座,1961/9/2,香港,演员 / 配音 / 导演 / 编剧
鸿门宴传奇,黄秋生,演员,桃姐,,男,处女座,1961/9/2,香港,演员 / 配音 / 导演 / 编剧
鸿门宴传奇,陈小春,演员,煎饼侠,,男,巨蟹座,1967/7/8,"中国,广东,惠州",演员
鸿门宴传奇,陈小春,演员,头文字D,6.9,男,巨蟹座,1967/7/8,"中国,广东,惠州",演员
鸿门宴传奇,陈小春,演员,树大招风,,男,巨蟹座,1967/7/8,"中国,广东,惠州",演员
鸿门宴传奇,安志杰,演员,寒战,7.4,男,金牛座,1977/5/11,"美国,罗得岛,普罗维登斯",演员
鸿门宴传奇,安志杰,演员,新警察故事,7.2,男,金牛座,1977/5/11,"美国,罗得岛,普罗维登斯",演员
鸿门宴传奇,安志杰,演员,激战,7.8,男,金牛座,1977/5/11,"美国,罗得岛,普罗维登斯",演员
鸿门宴传奇,贾青,演员,鸿门宴传奇,6.3,女,天蝎座,1986/11/2,"中国,陕西,西安",演员
鸿门宴传奇,贾青,演员,古剑奇谭,,女,天蝎座,1986/11/2,"中国,陕西,西安",演员
鸿门宴传奇,贾青,演员,金玉良缘,,女,天蝎座,1986/11/2,"中国,陕西,西安",演员
鸿门宴传奇,孙文婷,演员,鸿门宴传奇,,女,摩羯座,1988/1/19,重庆市渝中区,演员
鸿门宴传奇,孙文婷,演员,残梦,,女,摩羯座,1988/1/19,重庆市渝中区,演员
鸿门宴传奇,孙文婷,演员,南少林荡倭英豪,,女,摩羯座,1988/1/19,重庆市渝中区,演员
鸿门宴传奇,孟瞳迪,演员,鸿门宴传奇,6.3,女,,,,演员
鸿门宴传奇,孟瞳迪,演员,乐翻天,5.1,女,,,,演员
鸿门宴传奇,孟瞳迪,演员,残梦,3.6,女,,,,演员
鸿门宴传奇,黄姿琪,演员,鸿门宴传奇,6.3,女,天秤座,1990/10/9,陕西省,演员
鸿门宴传奇,黄姿琪,演员,乐翻天,5.1,女,天秤座,1990/10/9,陕西省,演员
鸿门宴传奇,黄姿琪,演员,残梦,3.6,女,天秤座,1990/10/9,陕西省,演员
鸿门宴传奇,修庆,演员,青云志,,男,白羊座,1969/4/11,"中国,河南",演员 / 导演
鸿门宴传奇,修庆,演员,鸿门宴传奇,,男,白羊座,1969/4/11,"中国,河南",演员 / 导演
鸿门宴传奇,修庆,演员,天将雄师,,男,白羊座,1969/4/11,"中国,河南",演员 / 导演
鸿门宴传奇,丁海峰,演员,战狼2,7.2,男,天秤座,1969/9/25,"中国,吉林,吉林",演员
鸿门宴传奇,丁海峰,演员,人民的名义,8.3,,,,,
鸿门宴传奇,丁海峰,演员,鸿门宴传奇,6.3,男,天秤座,1969/9/25,"中国,吉林,吉林",演员
鸿门宴传奇,徐向东,演员,鸿门宴传奇,6.3,男,射手座,1961/12/20,中国,演员 / 导演 / 编剧
鸿门宴传奇,徐向东,演员,墨攻,,男,射手座,1961/12/20,中国,演员 / 导演 / 编剧
鸿门宴传奇,徐向东,演员,太极宗师,8.1,男,射手座,1961/12/20,中国,演员 / 导演 / 编剧
鸿门宴传奇,陈观泰,演员,师父,,男,天秤座,1945/9/24,"中国,广东",演员 / 导演 / 制片 / 编剧
鸿门宴传奇,陈观泰,演员,锦衣卫,5.9,男,天秤座,1945/9/24,"中国,广东",演员 / 导演 / 制片 / 编剧
鸿门宴传奇,陈观泰,演员,鸿门宴传奇,6.3,男,天秤座,1945/9/24,"中国,广东",演员 / 导演 / 制片 / 编剧
鸿门宴传奇,午马,演员,倩女幽魂,8.6,男,双子座,,"中国,天津",演员 / 导演 / 副导演 / 制片 / 编剧
鸿门宴传奇,午马,演员,武林外传,,男,双子座,,"中国,天津",演员 / 导演 / 副导演 / 制片 / 编剧
鸿门宴传奇,午马,演员,锦衣卫,,男,双子座,,"中国,天津",演员 / 导演 / 副导演 / 制片 / 编剧
鸿门宴传奇,陈之辉,演员,天下无贼,,男,,,"中国,河北,承德",演员 / 副导演
鸿门宴传奇,陈之辉,演员,叶问,,男,,,"中国,河北,承德",演员 / 副导演
鸿门宴传奇,陈之辉,演员,锦衣卫,5.9,男,,,"中国,河北,承德",演员 / 副导演
鸿门宴传奇,杜玉明,演员,大兵小将,,男,双子座,1958/6/10,"河北,石家庄",演员 / 导演
鸿门宴传奇,杜玉明,演员,鸿门宴传奇,6.3,男,双子座,1958/6/10,"河北,石家庄",演员 / 导演
鸿门宴传奇,杜玉明,演员,九州·海上牧云记,,男,双子座,1958/6/10,"河北,石家庄",演员 / 导演
鸿门宴传奇,赵思,演员,鸿门宴传奇,,女,,,,演员
鸿门宴传奇,赵思,演员,最强男神,,女,,,,演员
鸿门宴传奇,赵思,演员,听风捉影,,女,,,,演员
鸿门宴传奇,王柯,演员,鸿门宴传奇,6.3,男,处女座,,,演员 / 导演 / 编剧
鸿门宴传奇,王柯,演员,异度公寓,,男,处女座,,,演员 / 导演 / 编剧
鸿门宴传奇,王柯,演员,冷瞳,,男,处女座,,,演员 / 导演 / 编剧
鸿门宴传奇,杨裕,演员,鸿门宴传奇,,男,狮子座,,,演员
鸿门宴传奇,杨裕,演员,微微一笑很倾城,6.3,男,狮子座,,,演员
鸿门宴传奇,杨裕,演员,楚汉传奇,6.8,男,狮子座,,,演员
鸿门宴传奇,赵文浩,演员,赵氏孤儿,5.8,男,白羊座,1996/3/23,"中国,山西,太原",演员
鸿门宴传奇,赵文浩,演员,鸿门宴传奇,6.3,男,白羊座,1996/3/23,"中国,山西,太原",演员
鸿门宴传奇,赵文浩,演员,古剑奇谭,,男,白羊座,1996/3/23,"中国,山西,太原",演员
鸿门宴传奇,杜奕衡,演员,让子弹飞,,男,处女座,1978/9/4,"中国,四川,成都",演员 / 编剧
鸿门宴传奇,杜奕衡,演员,智取威虎山,,男,处女座,1978/9/4,"中国,四川,成都",演员 / 编剧
鸿门宴传奇,杜奕衡,演员,龙门飞甲,6.7,男,处女座,1978/9/4,"中国,四川,成都",演员 / 编剧
鸿门宴传奇,赵会南,演员,鸿门宴传奇,6.3,男,双鱼座,1978/3/7,,演员
鸿门宴传奇,赵会南,演员,一半海水一半火焰,,男,双鱼座,1978/3/7,,演员
鸿门宴传奇,赵会南,演员,好想好想谈恋爱,,男,双鱼座,1978/3/7,,演员
鸿门宴传奇,李立宏,配音,怪兽电力公司,8.6,男,,,"中国,北京",配音 / 演员
鸿门宴传奇,李立宏,配音,琅琊榜,9.1,男,,,"中国,北京",配音 / 演员
鸿门宴传奇,李立宏,配音,西游记之大闹天宫,4.1,男,,,"中国,北京",配音 / 演员
鸿门宴传奇,李仁港,编剧,盗墓笔记,4.7,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
鸿门宴传奇,李仁港,编剧,锦衣卫,,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
鸿门宴传奇,李仁港,编剧,老男孩猛龙过江,5.7,男,金牛座,1960/4/27,香港,导演 / 编剧 / 艺术指导 / 演员 / 制片
鸿门宴传奇,肖飞,制片,鸿门宴传奇,,男,天蝎座,1982/11/3,,制片 / 演员 / 导演
鸿门宴传奇,肖飞,制片,与时尚同居,,男,天蝎座,1982/11/3,,制片 / 演员 / 导演
鸿门宴传奇,肖飞,制片,鬼吹灯之牧野诡事,2.9,男,天蝎座,1982/11/3,,制片 / 演员 / 导演
鸿门宴传奇,黎允文,作曲,湄公河行动,,男,,,香港,作曲
鸿门宴传奇,黎允文,作曲,岁月神偷,8.6,男,,,香港,作曲
鸿门宴传奇,黎允文,作曲,盗墓笔记,,男,,,香港,作曲
鸿门宴传奇,邓文滔,剪辑,美人鱼,6.8,,,,,剪辑
鸿门宴传奇,邓文滔,剪辑,锦衣卫,5.9,,,,,剪辑
鸿门宴传奇,邓文滔,剪辑,倩女幽魂,5.3,,,,,剪辑
鸿门宴传奇,黄明霞,服装设计,鸿门宴传奇,6.3,,,,,服装设计
鸿门宴传奇,梁小熊,动作指导,叶问,7.5,,,,,动作指导 / 导演 / 演员
鸿门宴传奇,梁小熊,动作指导,国产凌凌漆,8.1,,,,,动作指导 / 导演 / 演员
鸿门宴传奇,梁小熊,动作指导,盗墓笔记,4.7,,,,,动作指导 / 导演 / 演员
喜羊羊与灰太狼之兔年顶呱呱,钟智行,导演,功夫,,男,,,,视觉特效 / 导演
喜羊羊与灰太狼之兔年顶呱呱,钟智行,导演,杀死比尔,,男,,,,视觉特效 / 导演
喜羊羊与灰太狼之兔年顶呱呱,钟智行,导演,龙门飞甲,,男,,,,视觉特效 / 导演
喜羊羊与灰太狼之兔年顶呱呱,赵崇邦,导演,无间道,9,男,巨蟹座,1966/6/23,,美术设计 / 艺术指导 / 导演
喜羊羊与灰太狼之兔年顶呱呱,赵崇邦,导演,宝贝计划,,男,巨蟹座,1966/6/23,,美术设计 / 艺术指导 / 导演
喜羊羊与灰太狼之兔年顶呱呱,赵崇邦,导演,新警察故事,,男,巨蟹座,1966/6/23,,美术设计 / 艺术指导 / 导演
喜羊羊与灰太狼之兔年顶呱呱,谢天华,配音,煎饼侠,,男,巨蟹座,1967/7/15,香港,演员 / 作曲 / 配音
喜羊羊与灰太狼之兔年顶呱呱,谢天华,配音,不二神探,,男,巨蟹座,1967/7/15,香港,演员 / 作曲 / 配音
喜羊羊与灰太狼之兔年顶呱呱,谢天华,配音,三人行,,男,巨蟹座,1967/7/15,香港,演员 / 作曲 / 配音
喜羊羊与灰太狼之兔年顶呱呱,徐子珊,配音,锦衣卫,5.9,女,双子座,1979/6/19,香港,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,徐子珊,配音,72家租客,,女,双子座,1979/6/19,香港,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,徐子珊,配音,潜行狙击,,女,双子座,1979/6/19,香港,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,王祖蓝,配音,查理和巧克力工厂,,男,摩羯座,1980/1/9,香港,演员 / 配音 / 编剧 / 导演
喜羊羊与灰太狼之兔年顶呱呱,王祖蓝,配音,怪兽大学,8,男,摩羯座,1980/1/9,香港,演员 / 配音 / 编剧 / 导演
喜羊羊与灰太狼之兔年顶呱呱,王祖蓝,配音,越光宝盒,5.2,男,摩羯座,1980/1/9,香港,演员 / 配音 / 编剧 / 导演
喜羊羊与灰太狼之兔年顶呱呱,麦长青,配音,新警察故事,7.2,男,射手座,1969/12/18,"中国,广东,顺德",演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,麦长青,配音,天龙八部,,男,射手座,1969/12/18,"中国,广东,顺德",演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,麦长青,配音,特殊身份,,男,射手座,1969/12/18,"中国,广东,顺德",演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,李团,配音,喜羊羊与灰太狼之牛气冲天,6.3,男,,,中国,配音 / 演员 / 副导演 / 编剧
喜羊羊与灰太狼之兔年顶呱呱,李团,配音,喜羊羊与灰太狼之兔年顶呱呱,,男,,,中国,配音 / 演员 / 副导演 / 编剧
喜羊羊与灰太狼之兔年顶呱呱,李团,配音,开心超人2：启源星之战,,男,,,中国,配音 / 演员 / 副导演 / 编剧
喜羊羊与灰太狼之兔年顶呱呱,严彦子,配音,喜羊羊与灰太狼之兔年顶呱呱,,女,,1983/7/20,湖南长沙,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,严彦子,配音,喜羊羊与灰太狼,6.5,女,,1983/7/20,湖南长沙,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,严彦子,配音,开心超人,7.2,女,,1983/7/20,湖南长沙,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,赵娜,配音,喜羊羊与灰太狼之兔年顶呱呱,6.2,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,赵娜,配音,喜羊羊与灰太狼,6.5,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,赵娜,配音,喜羊羊与灰太狼之喜气羊羊过蛇年,,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,张琳,配音,喜羊羊与灰太狼之飞马奇遇记,4.2,男,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,张琳,配音,喜羊羊与灰太狼之兔年顶呱呱,,男,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,张琳,配音,喜羊羊与灰太狼,,男,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,高全胜,配音,喜羊羊与灰太狼之飞马奇遇记,,男,,,中国,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,高全胜,配音,喜羊羊与灰太狼之兔年顶呱呱,6.2,男,,,中国,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,高全胜,配音,喜羊羊与灰太狼,6.5,男,,,中国,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,刘红韵,配音,喜羊羊与灰太狼之飞马奇遇记,4.2,女,,,中国,配音 / 演员
喜羊羊与灰太狼之兔年顶呱呱,刘红韵,配音,喜羊羊与灰太狼之兔年顶呱呱,6.2,女,,,中国,配音 / 演员
喜羊羊与灰太狼之兔年顶呱呱,刘红韵,配音,喜羊羊与灰太狼,6.5,女,,,中国,配音 / 演员
喜羊羊与灰太狼之兔年顶呱呱,邓玉婷,配音,喜羊羊与灰太狼之飞马奇遇记,4.2,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,邓玉婷,配音,喜羊羊与灰太狼之兔年顶呱呱,6.2,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,邓玉婷,配音,喜羊羊与灰太狼之喜气羊羊过蛇年,5.2,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,祖晴,配音,喜羊羊与灰太狼之飞马奇遇记,,,,,,
喜羊羊与灰太狼之兔年顶呱呱,祖晴,配音,喜羊羊与灰太狼之牛气冲天,6.3,女,,,,演员 / 配音
喜羊羊与灰太狼之兔年顶呱呱,祖晴,配音,喜羊羊与灰太狼之虎虎生威,,女,,,,演员 / 配音
铁甲钢拳 Real Steel,肖恩·利维,导演,铁甲钢拳,,男,巨蟹座,1968/7/23,"加拿大,蒙特利尔",导演 / 演员 / 制片 / 编剧
铁甲钢拳 Real Steel,肖恩·利维,导演,博物馆奇妙夜,,男,巨蟹座,1968/7/23,"加拿大,蒙特利尔",导演 / 演员 / 制片 / 编剧
铁甲钢拳 Real Steel,肖恩·利维,导演,博物馆奇妙夜2,,男,巨蟹座,1968/7/23,"加拿大,蒙特利尔",导演 / 演员 / 制片 / 编剧
铁甲钢拳 Real Steel,休·杰克曼,演员,致命魔术,,男,天秤座,1968/10/12,"澳大利亚,新南威尔士,悉尼",演员 / 制片 / 配音
铁甲钢拳 Real Steel,休·杰克曼,演员,X战警：逆转未来,8.2,男,天秤座,1968/10/12,"澳大利亚,新南威尔士,悉尼",演员 / 制片 / 配音
铁甲钢拳 Real Steel,休·杰克曼,演员,金刚狼3：殊死一战,8.3,男,天秤座,1968/10/12,"澳大利亚,新南威尔士,悉尼",演员 / 制片 / 配音
铁甲钢拳 Real Steel,达科塔·高尤,演员,铁甲钢拳,,男,狮子座,1999/8/22,"加拿大,安大略,多伦多",演员 / 配音
铁甲钢拳 Real Steel,达科塔·高尤,演员,雷神,6.6,男,狮子座,1999/8/22,"加拿大,安大略,多伦多",演员 / 配音
铁甲钢拳 Real Steel,达科塔·高尤,演员,守护者联盟,,男,狮子座,1999/8/22,"加拿大,安大略,多伦多",演员 / 配音
铁甲钢拳 Real Steel,凯文·杜兰,演员,铁甲钢拳,8.1,男,摩羯座,1974/1/14,"加拿大,安大略省,雷湾",演员
铁甲钢拳 Real Steel,凯文·杜兰,演员,金刚狼,7.2,男,摩羯座,1974/1/14,"加拿大,安大略省,雷湾",演员
铁甲钢拳 Real Steel,凯文·杜兰,演员,生化危机5：惩罚,5.7,男,摩羯座,1974/1/14,"加拿大,安大略省,雷湾",演员
铁甲钢拳 Real Steel,安东尼·麦凯,演员,美国队长3,,男,天秤座,1978/9/23,"美国,路易斯安那州,新奥尔良",演员 / 编剧
铁甲钢拳 Real Steel,安东尼·麦凯,演员,美国队长2,7.9,男,天秤座,1978/9/23,"美国,路易斯安那州,新奥尔良",演员 / 编剧
铁甲钢拳 Real Steel,安东尼·麦凯,演员,复仇者联盟2：奥创纪元,,男,天秤座,1978/9/23,"美国,路易斯安那州,新奥尔良",演员 / 编剧
铁甲钢拳 Real Steel,伊万杰琳·莉莉,演员,霍比特人3：五军之战,,女,狮子座,1979/8/3,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员
铁甲钢拳 Real Steel,伊万杰琳·莉莉,演员,霍比特人2：史矛革之战,,女,狮子座,1979/8/3,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员
铁甲钢拳 Real Steel,伊万杰琳·莉莉,演员,蚁人,,女,狮子座,1979/8/3,"加拿大,阿尔伯塔省,萨斯喀彻温堡",演员
铁甲钢拳 Real Steel,霍普·戴维斯,演员,美国队长3,,女,白羊座,1964/3/23,"美国,新泽西州,恩格尔伍德",演员
铁甲钢拳 Real Steel,霍普·戴维斯,演员,小鬼当家,,女,白羊座,1964/3/23,"美国,新泽西州,恩格尔伍德",演员
铁甲钢拳 Real Steel,霍普·戴维斯,演员,铁甲钢拳,8.1,女,白羊座,1964/3/23,"美国,新泽西州,恩格尔伍德",演员
铁甲钢拳 Real Steel,詹姆斯·瑞布霍恩,演员,闻香识女人,,男,处女座,,"美国,宾夕法尼亚州,费城",演员
铁甲钢拳 Real Steel,詹姆斯·瑞布霍恩,演员,铁甲钢拳,,男,处女座,,"美国,宾夕法尼亚州,费城",演员
铁甲钢拳 Real Steel,詹姆斯·瑞布霍恩,演员,独立日,,男,处女座,,"美国,宾夕法尼亚州,费城",演员
铁甲钢拳 Real Steel,奥嘉·方达,演员,铁甲钢拳,,女,天秤座,1982/10/1,俄罗斯,演员
铁甲钢拳 Real Steel,奥嘉·方达,演员,吸血鬼日记  第二季,8.6,女,天秤座,1982/10/1,俄罗斯,演员
铁甲钢拳 Real Steel,奥嘉·方达,演员,疯狂愚蠢的爱,7.3,女,天秤座,1982/10/1,俄罗斯,演员
铁甲钢拳 Real Steel,卡尔·尹,演员,铁甲钢拳,,男,白羊座,1975/4/16,"美国,华盛顿特区",演员
铁甲钢拳 Real Steel,卡尔·尹,演员,艺伎回忆录,,男,白羊座,1975/4/16,"美国,华盛顿特区",演员
铁甲钢拳 Real Steel,卡尔·尹,演员,狂蟒之灾2,6.2,男,白羊座,1975/4/16,"美国,华盛顿特区",演员
铁甲钢拳 Real Steel,朱利安·甘特,演员,铁甲钢拳,,男,,,,演员
